datetime,temp_c,humidity_pct,gps_lat,gps_lon
2026-05-12 00:00:02,29.7,59.5,34.821085,113.527073
2026-05-12 00:00:32,29.7,59.4,34.821085,113.527073
2026-05-12 00:01:02,29.7,59.4,34.821085,113.527073
2026-05-12 00:01:32,29.7,59.0,34.821085,113.527073
2026-05-12 00:03:20,29.5,57.8,34.749215,113.648232
2026-05-12 00:03:51,29.5,58.0,34.749215,113.648232
2026-05-12 00:04:21,29.4,59.7,34.749215,113.648232
2026-05-12 00:04:51,29.4,58.1,34.749215,113.648232
2026-05-12 00:05:21,29.4,58.0,34.749215,113.648232
2026-05-12 00:05:51,29.4,59.6,34.749215,113.648232
2026-05-12 00:06:21,29.4,59.6,34.749215,113.648232
2026-05-12 00:06:52,29.4,60.2,34.749215,113.648232
2026-05-12 00:08:18,29.3,58.4,34.749215,113.648232
2026-05-12 00:08:49,29.3,57.9,34.749215,113.648232
2026-05-12 00:09:19,29.2,59.6,34.749215,113.648232
2026-05-12 00:09:49,29.1,60.5,34.749215,113.648232
2026-05-12 00:10:19,29.1,60.3,34.749215,113.648232
2026-05-12 00:10:49,29.2,60.9,34.749215,113.648232
2026-05-12 00:11:19,29.2,60.5,34.749215,113.648232
2026-05-12 00:12:56,29.2,60.2,34.749215,113.648232
2026-05-12 00:13:26,29.2,59.6,34.749215,113.648232
2026-05-12 00:13:56,29.2,59.6,34.749215,113.648232
2026-05-12 00:14:26,29.2,59.9,34.749215,113.648232
2026-05-12 00:14:56,29.2,60.0,34.749215,113.648232
2026-05-12 00:15:27,29.2,59.8,34.749215,113.648232
2026-05-12 00:15:57,29.2,58.8,34.749215,113.648232
2026-05-12 00:16:36,29.1,58.9,34.749215,113.648232
2026-05-12 00:17:06,29.1,59.4,34.749215,113.648232
2026-05-12 00:17:36,29.1,58.9,34.749215,113.648232
2026-05-12 00:18:06,29.1,59.6,34.749215,113.648232
2026-05-12 00:18:37,29.1,58.8,34.749215,113.648232
2026-05-12 00:19:56,29.1,60.7,34.749215,113.648232
2026-05-12 00:20:26,29.1,59.7,34.749215,113.648232
2026-05-12 00:20:56,29.1,59.2,34.749215,113.648232
2026-05-12 00:21:26,29.2,59.6,34.749215,113.648232
2026-05-12 00:21:56,29.2,60.4,34.749215,113.648232
2026-05-12 00:22:27,29.2,60.0,34.749215,113.648232
2026-05-12 00:22:57,29.2,59.9,34.749215,113.648232
2026-05-12 00:23:27,29.2,59.7,34.749215,113.648232
2026-05-12 00:23:57,29.2,59.1,34.749215,113.648232
2026-05-12 00:24:53,29.2,60.1,34.749215,113.648232
2026-05-12 00:25:23,29.2,59.9,34.749215,113.648232
2026-05-12 00:25:53,29.3,60.3,34.749215,113.648232
2026-05-12 00:26:23,29.3,60.7,34.749215,113.648232
2026-05-12 00:26:53,29.3,61.1,34.749215,113.648232
2026-05-12 00:27:24,29.3,59.4,34.749215,113.648232
2026-05-12 00:27:54,29.3,59.3,34.749215,113.648232
2026-05-12 00:28:24,29.3,59.3,34.749215,113.648232
2026-05-12 00:28:54,29.3,58.8,34.749215,113.648232
2026-05-12 00:29:24,29.3,59.7,34.749215,113.648232
2026-05-12 00:29:54,29.3,60.1,34.749215,113.648232
2026-05-12 00:30:24,29.3,59.2,34.749215,113.648232
2026-05-12 00:30:55,29.3,59.4,34.749215,113.648232
2026-05-12 00:31:25,29.3,59.8,34.749215,113.648232
2026-05-12 00:31:55,29.3,59.7,34.749215,113.648232
2026-05-12 00:32:25,29.4,59.4,34.749215,113.648232
2026-05-12 00:32:55,29.4,59.4,34.749215,113.648232
2026-05-12 00:33:25,29.4,59.1,34.749215,113.648232
2026-05-12 00:33:56,29.4,58.4,34.749215,113.648232
2026-05-12 00:34:26,29.4,58.3,34.749215,113.648232
2026-05-12 00:34:56,29.4,58.0,34.749215,113.648232
2026-05-12 00:35:26,29.3,58.8,34.749215,113.648232
2026-05-12 00:35:56,29.3,57.4,34.749215,113.648232
2026-05-12 00:37:18,29.3,58.6,34.749215,113.648232
2026-05-12 00:37:48,29.3,59.2,34.749215,113.648232
2026-05-12 00:38:18,29.3,58.2,34.749215,113.648232
2026-05-12 00:38:48,29.2,57.9,34.749215,113.648232
2026-05-12 00:39:18,29.2,58.1,34.749215,113.648232
2026-05-12 00:39:48,29.3,58.1,34.749215,113.648232
2026-05-12 00:40:18,29.3,58.1,34.749215,113.648232
2026-05-12 00:40:48,29.3,59.3,34.749215,113.648232
2026-05-12 00:41:19,29.3,59.1,34.749215,113.648232
2026-05-12 00:41:49,29.3,59.0,34.749215,113.648232
2026-05-12 00:42:19,29.3,59.0,34.749215,113.648232
2026-05-12 00:42:49,29.3,58.9,34.749215,113.648232
2026-05-12 00:43:19,29.4,58.0,34.749215,113.648232
2026-05-12 00:43:49,29.3,57.7,34.749215,113.648232
2026-05-12 00:44:19,29.3,57.8,34.749215,113.648232
2026-05-12 00:45:39,29.3,58.3,34.749215,113.648232
2026-05-12 00:46:09,29.3,57.9,34.749215,113.648232
2026-05-12 00:46:39,29.4,58.3,34.749215,113.648232
2026-05-12 00:47:10,29.4,58.5,34.749215,113.648232
2026-05-12 00:47:40,29.4,58.4,34.749215,113.648232
2026-05-12 00:48:10,29.4,59.6,34.749215,113.648232
2026-05-12 00:48:40,29.4,59.2,34.749215,113.648232
2026-05-12 00:49:10,29.4,58.8,34.749215,113.648232
2026-05-12 00:49:40,29.4,58.7,34.749215,113.648232
2026-05-12 00:50:11,29.5,58.7,34.749215,113.648232
2026-05-12 00:50:41,29.5,58.6,34.749215,113.648232
2026-05-12 00:51:11,29.5,58.4,34.749215,113.648232
2026-05-12 00:51:42,29.5,59.5,34.749215,113.648232
2026-05-12 00:52:12,29.5,58.5,34.749215,113.648232
2026-05-12 00:52:42,29.5,59.2,34.749215,113.648232
2026-05-12 00:53:12,29.5,59.0,34.749215,113.648232
2026-05-12 00:53:42,29.5,58.6,34.749215,113.648232
2026-05-12 00:54:12,29.6,58.7,34.749215,113.648232
2026-05-12 00:54:42,29.6,58.8,34.749215,113.648232
2026-05-12 00:55:49,29.6,59.7,34.749215,113.648232
2026-05-12 00:56:20,29.7,58.5,34.749215,113.648232
2026-05-12 00:56:50,29.7,58.4,34.749215,113.648232
2026-05-12 00:57:20,29.7,58.5,34.749215,113.648232
2026-05-12 00:57:50,29.7,57.9,34.749215,113.648232
2026-05-12 00:58:20,29.7,57.7,34.749215,113.648232
2026-05-12 00:58:50,29.7,58.5,34.749215,113.648232
2026-05-12 01:00:08,29.7,59.6,34.749215,113.648232
2026-05-12 01:00:38,29.7,58.5,34.749215,113.648232
2026-05-12 01:01:08,29.6,58.8,34.749215,113.648232
2026-05-12 01:01:39,29.6,59.1,34.749215,113.648232
2026-05-12 01:03:03,29.6,59.7,34.749215,113.648232
2026-05-12 01:03:33,29.6,58.0,34.749215,113.648232
